fmid,category_id
1004811,1
1004812,1
1004825,1
1004834,1
1004841,1
1004849,1
1004865,1
1004872,1
1004876,1
1004877,1
1004878,1
1004887,1
1004890,1
1004893,1
1004908,1
1004910,1
1004921,1
1004945,1
1004946,1
1004948,1
1004950,1
1004964,1
1004965,1
1004980,1
1004984,1
1004994,1
1004995,1
1004998,1
1005000,1
1005008,1
1005022,1
1005029,1
1005035,1
1005038,1
1005040,1
1005042,1
1005043,1
1005045,1
1005046,1
1005048,1
1005049,1
1005060,1
1005069,1
1005076,1
1005078,1
1005085,1
1005086,1
1005087,1
1005092,1
1005099,1
1005101,1
1005102,1
1005110,1
1005116,1
1005133,1
1005153,1
1005159,1
1005160,1
1005163,1
1005169,1
1005172,1
1005175,1
1005176,1
1005177,1
1005178,1
1005195,1
1005197,1
1005204,1
1005205,1
1005208,1
1005210,1
1005219,1
1005275,1
1005277,1
1005281,1
1005282,1
1005296,1
1005300,1
1005320,1
1005326,1
1005336,1
1005342,1
1005352,1
1005358,1
1005372,1
1005379,1
1005380,1
1005392,1
1005400,1
1005413,1
1005415,1
1005421,1
1005431,1
1005440,1
1005441,1
1005446,1
1005459,1
1005464,1
1005469,1
1005476,1
1005481,1
1005489,1
1005491,1
1005494,1
1005505,1
1005515,1
1005519,1
1005521,1
1005525,1
1005527,1
1005530,1
1005535,1
1005536,1
1005537,1
1005538,1
1005549,1
1005554,1
1005558,1
1005562,1
1005589,1
1005591,1
1005595,1
1005596,1
1005600,1
1005601,1
1005618,1
1005619,1
1005620,1
1005621,1
1005622,1
1005627,1
1005629,1
1005636,1
1005637,1
1005642,1
1005660,1
1005661,1
1005674,1
1005683,1
1005711,1
1005714,1
1005719,1
1005724,1
1005729,1
1005730,1
1005731,1
1005734,1
1005743,1
1005747,1
1005748,1
1005759,1
1005773,1
1005775,1
1005776,1
1005778,1
1005791,1
1005795,1
1005797,1
1005798,1
1005816,1
1005830,1
1005832,1
1005834,1
1005843,1
1005859,1
1005860,1
1005868,1
1005869,1
1005875,1
1005876,1
1005877,1
1005878,1
1005879,1
1005881,1
1005882,1
1005884,1
1005888,1
1005897,1
1005898,1
1005903,1
1005909,1
1005911,1
1005920,1
1005939,1
1005940,1
1005942,1
1005943,1
1005944,1
1005945,1
1005948,1
1005949,1
1005950,1
1005953,1
1005960,1
1005968,1
1005969,1
1005975,1
1005978,1
1005988,1
1005990,1
1005992,1
1005993,1
1006001,1
1006009,1
1006030,1
1006031,1
1006043,1
1006051,1
1006055,1
1006056,1
1006057,1
1006059,1
1006064,1
1006075,1
1006078,1
1006081,1
1006084,1
1006089,1
1006091,1
1006101,1
1006106,1
1006107,1
1006138,1
1006146,1
1006156,1
1006165,1
1006170,1
1006176,1
1006177,1
1006187,1
1006188,1
1006189,1
1006190,1
1006194,1
1006219,1
1006220,1
1006230,1
1006236,1
1006245,1
1006246,1
1006250,1
1006252,1
1006255,1
1006258,1
1006264,1
1006267,1
1006268,1
1006276,1
1006286,1
1006287,1
1006290,1
1006291,1
1006294,1
1006304,1
1006306,1
1006315,1
1006316,1
1006320,1
1006321,1
1006326,1
1006329,1
1006337,1
1006338,1
1006357,1
1006359,1
1006364,1
1006366,1
1006367,1
1006374,1
1006379,1
1006384,1
1006389,1
1006396,1
1006399,1
1006402,1
1006411,1
1006417,1
1006421,1
1006422,1
1006423,1
1006427,1
1006437,1
1006452,1
1006460,1
1006465,1
1006471,1
1006472,1
1006475,1
1006479,1
1006480,1
1006481,1
1006484,1
1006492,1
1006498,1
1006508,1
1006516,1
1006537,1
1006542,1
1006550,1
1006554,1
1006556,1
1006557,1
1006558,1
1006559,1
1006572,1
1006582,1
1006585,1
1006595,1
1006596,1
1006600,1
1006601,1
1006614,1
1006630,1
1006635,1
1006636,1
1006648,1
1006650,1
1006651,1
1006652,1
1006661,1
1006662,1
1006677,1
1006678,1
1006689,1
1006691,1
1006692,1
1006693,1
1006701,1
1006702,1
1006705,1
1006708,1
1006714,1
1006739,1
1006748,1
1006750,1
1006751,1
1006754,1
1006755,1
1006760,1
1006761,1
1006762,1
1006765,1
1006775,1
1006780,1
1006788,1
1006789,1
1006793,1
1006794,1
1006795,1
1006796,1
1006797,1
1006798,1
1006799,1
1006801,1
1006802,1
1006812,1
1006813,1
1006819,1
1006826,1
1006831,1
1006836,1
1006837,1
1006841,1
1006845,1
1006852,1
1006864,1
1006869,1
1006873,1
1006893,1
1006913,1
1006932,1
1006963,1
1006997,1
1007239,1
1007245,1
1007255,1
1007259,1
1007260,1
1007261,1
1007263,1
1007268,1
1007271,1
1007273,1
1007282,1
1007304,1
1007305,1
1007309,1
1007317,1
1007319,1
1007320,1
1007322,1
1007324,1
1007325,1
1007326,1
1007332,1
1007334,1
1007338,1
1007348,1
1007349,1
1007350,1
1007351,1
1007353,1
1007354,1
1007355,1
1007356,1
1007358,1
1007361,1
1007367,1
1007376,1
1007385,1
1007389,1
1007402,1
1007425,1
1007693,1
1007760,1
1007775,1
1007797,1
1007798,1
1007809,1
1007999,1
1008001,1
1008011,1
1008012,1
1008016,1
1008024,1
1008041,1
1008053,1
1008056,1
1008059,1
1008065,1
1008068,1
1008070,1
1008071,1
1008073,1
1008076,1
1008077,1
1008082,1
1008085,1
1008090,1
1008091,1
1008092,1
1008101,1
1008103,1
1008104,1
1008108,1
1008109,1
1008110,1
1008127,1
1008131,1
1008133,1
1008135,1
1008136,1
1008139,1
1008140,1
1008141,1
1008144,1
1008152,1
1008154,1
1008163,1
1008167,1
1008179,1
1008180,1
1008185,1
1008186,1
1008187,1
1008197,1
1008199,1
1008201,1
1008202,1
1008203,1
1008209,1
1008210,1
1008221,1
1008226,1
1008233,1
1008239,1
1008246,1
1008250,1
1008251,1
1008252,1
1008258,1
1008259,1
1008260,1
1008261,1
1008263,1
1008265,1
1008272,1
1008273,1
1008275,1
1008290,1
1008293,1
1008314,1
1008319,1
1008321,1
1008322,1
1008326,1
1008330,1
1008332,1
1008334,1
1008335,1
1008336,1
1008338,1
1008339,1
1008340,1
1008345,1
1008350,1
1008362,1
1008363,1
1008365,1
1008366,1
1008371,1
1008372,1
1008375,1
1008378,1
1008379,1
1008380,1
1008382,1
1008385,1
1008386,1
1008394,1
1008396,1
1008397,1
1008398,1
1008400,1
1008401,1
1008406,1
1008410,1
1008413,1
1008427,1
1008433,1
1008437,1
1008439,1
1008442,1
1008448,1
1008450,1
1008453,1
1008462,1
1008468,1
1008480,1
1008483,1
1008485,1
1008492,1
1008498,1
1008502,1
1008504,1
1008505,1
1008508,1
1008513,1
1008515,1
1008516,1
1008517,1
1008518,1
1008534,1
1008553,1
1008562,1
1008564,1
1008567,1
1008570,1
1008577,1
1008579,1
1008581,1
1008601,1
1008604,1
1008611,1
1008612,1
1008664,1
1008668,1
1008690,1
1008697,1
1008699,1
1008701,1
1008715,1
1008716,1
1008717,1
1008720,1
1008723,1
1008728,1
1008731,1
1008735,1
1008756,1
1008773,1
1008776,1
1008778,1
1008786,1
1008790,1
1008796,1
1008797,1
1008809,1
1008813,1
1008822,1
1008824,1
1008825,1
1008826,1
1008827,1
1008835,1
1008836,1
1008837,1
1008838,1
1008842,1
1008853,1
1008857,1
1008866,1
1008867,1
1008868,1
1008871,1
1008895,1
1008901,1
1008904,1
1008905,1
1008910,1
1008912,1
1008916,1
1008917,1
1008921,1
1008922,1
1008923,1
1008924,1
1008927,1
1008930,1
1008931,1
1008935,1
1008939,1
1008942,1
1008953,1
1008955,1
1008960,1
1008961,1
1008965,1
1008967,1
1008969,1
1008974,1
1008975,1
1008976,1
1008981,1
1008983,1
1008985,1
1008992,1
1009004,1
1009005,1
1009007,1
1009013,1
1009017,1
1009018,1
1009019,1
1009023,1
1009025,1
1009026,1
1009027,1
1009030,1
1009032,1
1009041,1
1009052,1
1009074,1
1009075,1
1009076,1
1009077,1
1009080,1
1009085,1
1009623,1
1009625,1
1009626,1
1009627,1
1009628,1
1009631,1
1009633,1
1009634,1
1009638,1
1009640,1
1009644,1
1009650,1
1009676,1
1009680,1
1009685,1
1009687,1
1009688,1
1009693,1
1009695,1
1009696,1
1009702,1
1009706,1
1009714,1
1009715,1
1009720,1
1009725,1
1009726,1
1009749,1
1009758,1
1009760,1
1009767,1
1009771,1
1009775,1
1009776,1
1009778,1
1009779,1
1009782,1
1009783,1
1009787,1
1009791,1
1009792,1
1009794,1
1009795,1
1009796,1
1009808,1
1009810,1
1009812,1
1009820,1
1009823,1
1009829,1
1009830,1
1009833,1
1009837,1
1009839,1
1009845,1
1009847,1
1009857,1
1009864,1
1009865,1
1009866,1
1009868,1
1009870,1
1009877,1
1009884,1
1009885,1
1009890,1
1009893,1
1009895,1
1009899,1
1009900,1
1009901,1
1009906,1
1009914,1
1009918,1
1009929,1
1009931,1
1009932,1
1009933,1
1009938,1
1009939,1
1009940,1
1009954,1
1009955,1
1009959,1
1009960,1
1009961,1
1009962,1
1009968,1
1009970,1
1009974,1
1009977,1
1009979,1
1009980,1
1009988,1
1009990,1
1009991,1
1009993,1
1009994,1
1009996,1
1009997,1
1009998,1
1010003,1
1010006,1
1010018,1
1010019,1
1010020,1
1010023,1
1010034,1
1010038,1
1010039,1
1010042,1
1010043,1
1010049,1
1010050,1
1010051,1
1010052,1
1010053,1
1010054,1
1010057,1
1010058,1
1010059,1
1010060,1
1010061,1
1010067,1
1010069,1
1010080,1
1010081,1
1010084,1
1010085,1
1010086,1
1010090,1
1010100,1
1010109,1
1010110,1
1010114,1
1010121,1
1010123,1
1010130,1
1010134,1
1010135,1
1010145,1
1010146,1
1010147,1
1010148,1
1010149,1
1010150,1
1010152,1
1010158,1
1010159,1
1010162,1
1010163,1
1010166,1
1010176,1
1010182,1
1010186,1
1010188,1
1010189,1
1010198,1
1010202,1
1010203,1
1010221,1
1010223,1
1010225,1
1010232,1
1010233,1
1010236,1
1010253,1
1010255,1
1010259,1
1010273,1
1010293,1
1010301,1
1010302,1
1010304,1
1010309,1
1010312,1
1010315,1
1010318,1
1010323,1
1010325,1
1010327,1
1010343,1
1010346,1
1010347,1
1010354,1
1010358,1
1010360,1
1010364,1
1010375,1
1010376,1
1010385,1
1010386,1
1010387,1
1010389,1
1010390,1
1010397,1
1010399,1
1010400,1
1010401,1
1010404,1
1010406,1
1010407,1
1010408,1
1010413,1
1010415,1
1010416,1
1010417,1
1010420,1
1010422,1
1010423,1
1010430,1
1010440,1
1010445,1
1010451,1
1010452,1
1010455,1
1010456,1
1010462,1
1010467,1
1010472,1
1010473,1
1010476,1
1010479,1
1010485,1
1010486,1
1010487,1
1010502,1
1010508,1
1010512,1
1010514,1
1010515,1
1010516,1
1010517,1
1010518,1
1010520,1
1010522,1
1010523,1
1010525,1
1010526,1
1010528,1
1010529,1
1010536,1
1010543,1
1010544,1
1010545,1
1010546,1
1010569,1
1010572,1
1010575,1
1010576,1
1010579,1
1010598,1
1010601,1
1010606,1
1010607,1
1010609,1
1010613,1
1010614,1
1010617,1
1010619,1
1010623,1
1010629,1
1010636,1
1010638,1
1010640,1
1010641,1
1010683,1
1010722,1
1010726,1
1010738,1
1010742,1
1010744,1
1010745,1
1010748,1
1010752,1
1010755,1
1010757,1
1010758,1
1010760,1
1010761,1
1010765,1
1010769,1
1010770,1
1010780,1
1010782,1
1010783,1
1010784,1
1010786,1
1010787,1
1010788,1
1010789,1
1010793,1
1010794,1
1010798,1
1010799,1
1010800,1
1010801,1
1010803,1
1010805,1
1010813,1
1010818,1
1010819,1
1010823,1
1010825,1
1010828,1
1010831,1
1010834,1
1010843,1
1010845,1
1010846,1
1010849,1
1010851,1
1010866,1
1010871,1
1010872,1
1010873,1
1010876,1
1010882,1
1010884,1
1010885,1
1010886,1
1010889,1
1010893,1
1010903,1
1010927,1
1010931,1
1010940,1
1010943,1
1010946,1
1010950,1
1010951,1
1010956,1
1010959,1
1010963,1
1010969,1
1010971,1
1010975,1
1010985,1
1010986,1
1010996,1
1010997,1
1010998,1
1010999,1
1011000,1
1011009,1
1011012,1
1011013,1
1011014,1
1011017,1
1011018,1
1011027,1
1011031,1
1011035,1
1011036,1
1011044,1
1011046,1
1011052,1
1011055,1
1011056,1
1011057,1
1011058,1
1011063,1
1011069,1
1011071,1
1011075,1
1011076,1
1011078,1
1011079,1
1011080,1
1011082,1
1011083,1
1011088,1
1011089,1
1011092,1
1011093,1
1011094,1
1011095,1
1011098,1
1011100,1
1011107,1
1011108,1
1011109,1
1011111,1
1011112,1
1011113,1
1011116,1
1011117,1
1011118,1
1011122,1
1011127,1
1011132,1
1011136,1
1011147,1
1011148,1
1011151,1
1011155,1
1011158,1
1011162,1
1011167,1
1011170,1
1011171,1
1011172,1
1011175,1
1011177,1
1011188,1
1011191,1
1011192,1
1011193,1
1011195,1
1011196,1
1011198,1
1011200,1
1011201,1
1011205,1
1011206,1
1011208,1
1011220,1
1011221,1
1011224,1
1011225,1
1011226,1
1011227,1
1011231,1
1011232,1
1011236,1
1011237,1
1011238,1
1011244,1
1011247,1
1011248,1
1011254,1
1011256,1
1011258,1
1011265,1
1011267,1
1011279,1
1011282,1
1011285,1
1011288,1
1011290,1
1011292,1
1011297,1
1011298,1
1011300,1
1011301,1
1011302,1
1011303,1
1011308,1
1011310,1
1011314,1
1011315,1
1011316,1
1011320,1
1011321,1
1011327,1
1011329,1
1011330,1
1011333,1
1011334,1
1011335,1
1011336,1
1011341,1
1011343,1
1011345,1
1011346,1
1011347,1
1011348,1
1011349,1
1011350,1
1011351,1
1011352,1
1011353,1
1011354,1
1011355,1
1011356,1
1011357,1
1011358,1
1011365,1
1011376,1
1011377,1
1011397,1
1011412,1
1011421,1
1011426,1
1011429,1
1011430,1
1011432,1
1011440,1
1011441,1
1011442,1
1011443,1
1011444,1
1011445,1
1011447,1
1011448,1
1011449,1
1011456,1
1011459,1
1011460,1
1011466,1
1011480,1
1011481,1
1011482,1
1011483,1
1011484,1
1011485,1
1011488,1
1011491,1
1011495,1
1011498,1
1011499,1
1011500,1
1011501,1
1011502,1
1011533,1
1011535,1
1011537,1
1011543,1
1011590,1
1011592,1
1011594,1
1011596,1
1011601,1
1011602,1
1011605,1
1011607,1
1011613,1
1011615,1
1011616,1
1011630,1
1011652,1
1011654,1
1011656,1
1011676,1
1011679,1
1011682,1
1011683,1
1011684,1
1011688,1
1011693,1
1011697,1
1011711,1
1011712,1
1011713,1
1011716,1
1011717,1
1011728,1
1011730,1
1011735,1
1011738,1
1011740,1
1011744,1
1011750,1
1011751,1
1011756,1
1011757,1
1011765,1
1011773,1
1011774,1
1011775,1
1011777,1
1011784,1
1011785,1
1011793,1
1011794,1
1011795,1
1011799,1
1011804,1
1011807,1
1011808,1
1011809,1
1011811,1
1011812,1
1011813,1
1011814,1
1011820,1
1011821,1
1011833,1
1011835,1
1011836,1
1011837,1
1011840,1
1011842,1
1011845,1
1011854,1
1011855,1
1011857,1
1011866,1
1011868,1
1011877,1
1011880,1
1011885,1
1011887,1
1011895,1
1011897,1
1011900,1
1011901,1
1011910,1
1011915,1
1011917,1
1011920,1
1011921,1
1011923,1
1011925,1
1011927,1
1011929,1
1011932,1
1011934,1
1011935,1
1011936,1
1011938,1
1011939,1
1011940,1
1011946,1
1011947,1
1011950,1
1011953,1
1011954,1
1011955,1
2000021,1
1000003,2
1000004,2
1000008,2
1000009,2
1000010,2
1000011,2
1000012,2
1000013,2
1000016,2
1000021,2
1000023,2
1000029,2
1000030,2
1000036,2
1000037,2
1000043,2
1000050,2
1000051,2
1000052,2
1000055,2
1000056,2
1000057,2
1000058,2
1000060,2
1000061,2
1000062,2
1000063,2
1000064,2
1000065,2
1000066,2
1000067,2
1000068,2
1000069,2
1000070,2
1000071,2
1000072,2
1000073,2
1000074,2
1000075,2
1000076,2
1000077,2
1000078,2
1000079,2
1000080,2
1000081,2
1000082,2
1000083,2
1000084,2
1000085,2
1000087,2
1000089,2
1000093,2
1000094,2
1000095,2
1000096,2
1000097,2
1000098,2
1000099,2
1000100,2
1000103,2
1000104,2
1000106,2
1000107,2
1000108,2
1000111,2
1000112,2
1000113,2
1000117,2
1000118,2
1000119,2
1000127,2
1000130,2
1000131,2
1000133,2
1000134,2
1000138,2
1000141,2
1000144,2
1000146,2
1000151,2
1000155,2
1000158,2
1000162,2
1000165,2
1000166,2
1000171,2
1000175,2
1000176,2
1000179,2
1000180,2
1000183,2
1000186,2
1000187,2
1000188,2
1000191,2
1000192,2
1000193,2
1000194,2
1000197,2
1000199,2
1000202,2
1000204,2
1000205,2
1000206,2
1000207,2
1000208,2
1000210,2
1000214,2
1000216,2
1000217,2
1000218,2
1000219,2
1000225,2
1000226,2
1000229,2
1000232,2
1000234,2
1000235,2
1000236,2
1000237,2
1000244,2
1000247,2
1000248,2
1000249,2
1000250,2
1000254,2
1000255,2
1000256,2
1000263,2
1000264,2
1000265,2
1000266,2
1000274,2
1000275,2
1000276,2
1000278,2
1000279,2
1000280,2
1000283,2
1000284,2
1000290,2
1000292,2
1000297,2
1000298,2
1000300,2
1000301,2
1000302,2
1000303,2
